ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2946	"ENSMUSG00000036291.7"	"Ap5m1"	chr14	+	49311005	49311651	49311005	49311199	49311426	49311651	2946	152,210,124,151	11,5,1,0	202,148,153	13,0,0	376	149	1	1.0	0.846,0.943,0.98,1.0	0.86,1.0,1.0	-0.011
2947	"ENSMUSG00000026197.13"	"Zfand2b"	chr1	+	75145477	75145923	75145477	75145550	75145828	75145923	2947	22,12,13,13	42,49,28,20	33,12,12	32,21,37	427	149	1	1.0	0.155,0.079,0.139,0.185	0.265,0.166,0.102	-0.038
2948	"ENSMUSG00000026197.13"	"Zfand2b"	chr1	+	75147182	75147397	75147182	75147243	75147329	75147397	2948	6,4,8,6	80,76,56,64	8,12,15	75,70,73	235	149	1	1.0	0.045,0.032,0.083,0.056	0.063,0.098,0.115	-0.038
2949	"ENSMUSG00000026177.12"	"Slc11a1"	chr1	+	74418941	74419426	74418941	74419048	74419355	74419426	2949	0,0,1,0	3,4,0,5	0,0,0	9,3,5	456	149	1	1.0	0.0,0.0,1.0,0.0	0.0,0.0,0.0	0.25
2950	"ENSMUSG00000026177.12"	"Slc11a1"	chr1	+	74422783	74423332	74422783	74422903	74423182	74423332	2950	1,0,4,1	2,0,7,2	2,3,2	1,6,12	428	149	1	1.0	0.148,NA,0.166,0.148	0.41,0.148,0.055	-0.05
2952	"ENSMUSG00000013997.11"	"Nit1"	chr1	-	171171631	171172107	171171631	171171735	171171855	171172107	2952	16,7,18,4	82,85,78,73	5,12,15	105,100,115	269	149	1	1.0	0.098,0.044,0.113,0.029	0.026,0.062,0.067	0.019
2953	"ENSMUSG00000069255.14"	"Dusp22"	chr13	+	30892659	30895214	30892659	30892732	30894688	30895214	2953	763,1069,675,588	31,6,3,6	884,888,741	4,12,19	2105	149	1	1.0	0.635,0.927,0.941,0.874	0.94,0.84,0.734	0.006
2961	"ENSMUSG00000127106.1"	"ENSMUSG00000127106"	chr7	-	79179754	79180543	79179754	79180314	79180416	79180543	2961	4,30,42,34	0,1,0,4	28,5,32	0,0,0	251	149	1	1.0	1.0,0.947,1.0,0.835	1.0,1.0,1.0	-0.054
2963	"ENSMUSG00000029175.18"	"Slc35f6"	chr5	+	30812838	30813444	30812838	30813010	30813231	30813444	2963	8,18,13,17	84,166,74,71	10,11,14	120,80,106	370	149	1	1.0	0.037,0.042,0.066,0.088	0.032,0.052,0.051	0.013
2964	"ENSMUSG00000101503.3"	"Gm28364"	chr1	+	74320969	74321873	74320969	74321090	74321165	74321873	2964	2,9,6,11	0,0,0,0	16,14,12	0,2,0	224	149	1	1.0	1.0,1.0,1.0,1.0	1.0,0.823,1.0	0.059
2968	"ENSMUSG00000005299.7"	"Letm1"	chr5	-	33902359	33903718	33902359	33902547	33903583	33903718	2968	46,78,44,49	131,274,150,153	31,19,8	213,209,179	1185	149	1	1.0	0.042,0.035,0.036,0.039	0.018,0.011,0.006	0.026
2969	"ENSMUSG00000085882.4"	"2610507I01Rik"	chr11	-	59092318	59093273	59092318	59092405	59092949	59093273	2969	67,86,44,46	18,40,22,35	60,61,50	58,40,40	693	149	1	1.0	0.445,0.316,0.301,0.22	0.182,0.247,0.212	0.107
2972	"ENSMUSG00000036501.8"	"Fam13b"	chr18	-	34576953	34578493	34576953	34577055	34578329	34578493	2972	21,40,30,22	182,274,192,219	5,32,11	206,252,183	1423	149	1	1.0	0.012,0.015,0.016,0.01	0.003,0.013,0.006	0.006
2973	"ENSMUSG00000033379.14"	"Atp6v0b"	chr4	-	117742825	117743342	117742825	117742877	117743264	117743342	2973	95,178,175,167	0,0,0,0	93,128,99	1,0,0	536	149	1	1.0	1.0,1.0,1.0,1.0	0.963,1.0,1.0	0.012
2974	"ENSMUSG00000038900.18"	"Rpl12"	chr2	+	32852996	32853865	32852996	32853078	32853752	32853865	2974	158,126,104,173	2,1,6,1	126,132,113	1,0,6	823	149	1	1.0	0.935,0.958,0.758,0.969	0.958,1.0,0.773	-0.005
2978	"ENSMUSG00000119948.2"	"1700087I21Rik"	chr14	+	103677750	103679165	103677750	103678073	103678948	103679165	2978	42,78,39,64	6,18,6,1	59,72,57	4,3,8	1024	149	0.934664249233	1.0	0.505,0.387,0.486,0.903	0.682,0.777,0.509	-0.086
2979	"ENSMUSG00000031543.19"	"Ank1"	chr8	+	23622112	23622650	23622112	23622487	23622577	23622650	2979	198,261,168,146	2,7,2,9	236,210,201	5,2,3	239	149	1	1.0	0.984,0.959,0.981,0.91	0.967,0.985,0.977	-0.018
2980	"ENSMUSG00000031543.19"	"Ank1"	chr8	+	23622112	23622650	23622112	23622499	23622577	23622650	2980	190,250,167,139	35,29,13,16	224,201,190	34,17,17	227	149	1	1.0	0.781,0.85,0.894,0.851	0.812,0.886,0.88	-0.015
2982	"ENSMUSG00000005882.19"	"Uqcc1"	chr2	-	155752276	155753756	155752276	155752384	155753660	155753756	2982	42,24,47,35	177,284,167,203	16,15,16	274,224,177	1425	149	1	1.0	0.024,0.009,0.029,0.018	0.006,0.007,0.009	0.013
2983	"ENSMUSG00000005882.19"	"Uqcc1"	chr2	-	155752276	155753756	155752276	155752387	155753660	155753756	2983	41,20,47,35	11,21,11,19	16,14,16	19,18,27	1422	149	0.566057230508	1.0	0.281,0.091,0.309,0.162	0.081,0.075,0.058	0.139
2988	"ENSMUSG00000028047.12"	"Thbs3"	chr3	+	89123987	89125248	89123987	89124194	89124991	89125248	2988	22,57,39,24	1,24,5,4	33,27,12	6,8,4	946	149	1	1.0	0.776,0.272,0.551,0.486	0.464,0.347,0.321	0.144
2989	"ENSMUSG00000028047.12"	"Thbs3"	chr3	+	89130309	89130830	89130309	89130469	89130711	89130830	2989	24,52,52,32	11,8,6,9	23,23,39	9,3,5	391	149	1	1.0	0.454,0.712,0.768,0.575	0.493,0.745,0.748	-0.035
2990	"ENSMUSG00000028047.12"	"Thbs3"	chr3	+	89131883	89132313	89131883	89131932	89132116	89132313	2990	16,11,10,1	11,16,21,36	2,5,4	14,15,12	333	149	1	1.0	0.394,0.235,0.176,0.012	0.06,0.13,0.13	0.098
2991	"ENSMUSG00000026107.12"	"Nabp1"	chr1	-	51508978	51510570	51508978	51509085	51510129	51510570	2991	158,223,157,175	4,0,2,7	107,202,134	1,1,0	1193	149	1	1.0	0.831,1.0,0.907,0.757	0.93,0.962,1.0	-0.09
2993	"ENSMUSG00000026107.12"	"Nabp1"	chr1	-	51516636	51517558	51516636	51516775	51516983	51517558	2993	14,18,6,18	3,3,2,6	12,7,8	7,9,7	357	149	0.0293108729034	1.0	0.661,0.715,0.556,0.556	0.417,0.245,0.323	0.294
2994	"ENSMUSG00000026107.12"	"Nabp1"	chr1	-	51516636	51517558	51516636	51516775	51517459	51517558	2994	30,65,36,41	8,1,4,0	28,21,27	1,4,0	833	149	1	1.0	0.401,0.921,0.617,1.0	0.834,0.484,1.0	-0.038
2995	"ENSMUSG00000026107.12"	"Nabp1"	chr1	-	51516636	51517558	51516636	51516775	51517530	51517558	2995	30,65,36,41	0,0,9,5	28,21,27	3,3,5	904	149	0.292770962811	1.0	1.0,1.0,0.397,0.575	0.606,0.536,0.471	0.205
2996	"ENSMUSG00000040549.17"	"Ckap5"	chr2	+	91389393	91391256	91389393	91389507	91391151	91391256	2996	1,5,2,3	178,273,171,210	0,11,10	122,162,190	1793	149	1	1.0	0.0,0.002,0.001,0.001	0.0,0.006,0.004	-0.002
2997	"ENSMUSG00000027710.15"	"Acad9"	chr3	+	36128498	36129492	36128498	36128605	36129391	36129492	2997	20,39,19,23	63,88,45,45	4,13,26	84,120,83	935	149	1	1.0	0.048,0.066,0.063,0.075	0.008,0.017,0.048	0.039
2998	"ENSMUSG00000027710.15"	"Acad9"	chr3	+	36141908	36142763	36141908	36141948	36142636	36142763	2998	30,61,55,41	141,94,72,69	30,43,52	154,89,112	837	149	1	1.0	0.036,0.104,0.12,0.096	0.034,0.079,0.076	0.026
3000	"ENSMUSG00000039356.16"	"Exosc2"	chr2	+	31565850	31566748	31565850	31565916	31566679	31566748	3000	21,37,22,27	38,43,36,29	10,12,16	42,44,37	912	149	1	1.0	0.083,0.123,0.091,0.132	0.037,0.043,0.066	0.059
3013	"ENSMUSG00000026941.17"	"Mamdc4"	chr2	-	25458469	25458779	25458469	25458558	25458641	25458779	3013	2,4,1,2	5,1,0,0	0,0,10	0,0,0	232	149	1	1.0	0.204,0.72,1.0,1.0	NA,NA,1.0	-0.269
3014	"ENSMUSG00000022546.6"	"Gpt"	chr15	+	76581358	76581630	76581358	76581448	76581521	76581630	3014	2,2,1,3	55,52,47,45	4,0,4	53,31,54	222	149	1	1.0	0.024,0.025,0.014,0.043	0.048,0.0,0.047	-0.005
3015	"ENSMUSG00000022546.6"	"Gpt"	chr15	+	76581741	76582283	76581741	76581875	76582039	76582283	3015	1,10,5,2	52,64,58,47	4,3,5	36,39,54	313	149	1	1.0	0.009,0.069,0.039,0.02	0.05,0.035,0.042	-0.008
3016	"ENSMUSG00000022546.6"	"Gpt"	chr15	+	76582914	76583351	76582914	76583089	76583195	76583351	3016	40,26,29,8	41,38,25,29	20,21,32	31,39,32	255	149	1	1.0	0.363,0.286,0.404,0.139	0.274,0.239,0.369	0.004
3020	"ENSMUSG00000053746.9"	"Ptrh1"	chr2	+	32666315	32666818	32666315	32666535	32666718	32666818	3020	5,3,2,2	18,55,11,13	1,3,5	37,15,15	332	149	1	1.0	0.111,0.024,0.075,0.065	0.012,0.082,0.13	-0.006
3023	"ENSMUSG00000020059.10"	"Sycp3"	chr10	+	88308537	88309098	88308537	88308642	88308766	88309098	3023	50,116,68,94	1,3,6,3	62,65,59	0,0,0	273	149	1	1.0	0.965,0.955,0.861,0.945	1.0,1.0,1.0	-0.069
3025	"ENSMUSG00000003437.15"	"Paf1"	chr7	+	28094842	28095120	28094842	28094964	28095053	28095120	3025	5,15,8,18	139,194,116,153	4,12,17	150,133,99	238	149	1	1.0	0.022,0.046,0.041,0.069	0.016,0.053,0.097	-0.011
3026	"ENSMUSG00000027937.16"	"Jtb"	chr3	+	90139501	90139818	90139501	90139539	90139735	90139818	3026	66,44,39,49	93,191,115,153	27,38,25	146,122,102	345	149	1	1.0	0.235,0.09,0.128,0.122	0.074,0.119,0.096	0.047
3027	"ENSMUSG00000027365.15"	"Trpm7"	chr2	-	126641088	126641283	126641088	126641154	126641232	126641283	3027	9,10,9,23	55,99,45,52	4,4,2	71,40,58	227	149	1	1.0	0.097,0.062,0.116,0.225	0.036,0.062,0.022	0.085
3029	"ENSMUSG00000061322.16"	"Dnai1"	chr4	+	41632139	41632488	41632139	41632288	41632388	41632488	3029	25,28,15,16	1,11,3,11	22,21,42	10,7,8	249	149	1	1.0	0.937,0.604,0.749,0.465	0.568,0.642,0.759	0.032
3030	"ENSMUSG00000000148.18"	"Brat1"	chr5	+	140695892	140697408	140695892	140696047	140697260	140697408	3030	28,63,46,47	18,38,35,18	37,34,25	35,23,17	1362	149	1	1.0	0.145,0.154,0.126,0.222	0.104,0.139,0.139	0.034
3031	"ENSMUSG00000000148.18"	"Brat1"	chr5	+	140698259	140698927	140698259	140698632	140698807	140698927	3031	0,5,12,6	23,28,32,26	9,9,7	28,40,32	324	149	1	1.0	0.0,0.076,0.147,0.096	0.129,0.094,0.091	-0.025
3032	"ENSMUSG00000000148.18"	"Brat1"	chr5	+	140698259	140698927	140698259	140698656	140698807	140698927	3032	0,4,5,6	1,0,1,0	7,9,2	5,3,3	300	149	0.000391769236726	0.11293761444928828	0.0,1.0,0.713,1.0	0.41,0.598,0.249	0.259
3033	"ENSMUSG00000035278.10"	"Plekhj1"	chr10	-	80632424	80632656	80632424	80632488	80632565	80632656	3033	43,52,34,34	178,223,160,137	20,14,21	212,209,192	226	149	1	1.0	0.137,0.133,0.123,0.141	0.059,0.042,0.067	0.078
3034	"ENSMUSG00000035278.10"	"Plekhj1"	chr10	-	80633606	80633811	80633606	80633673	80633743	80633811	3034	94,108,60,49	111,148,129,97	118,104,113	134,120,147	219	149	1	1.0	0.366,0.332,0.24,0.256	0.375,0.371,0.343	-0.065
3035	"ENSMUSG00000005677.15"	"Nr1i3"	chr1	+	171044644	171044999	171044644	171044790	171044882	171044999	3035	4,15,7,4	0,0,0,0	9,2,0	2,0,0	241	149	1	1.0	1.0,1.0,1.0,1.0	0.736,1.0,NA	0.132
3037	"ENSMUSG00000005677.15"	"Nr1i3"	chr1	+	171044882	171045300	171044882	171044999	171045194	171045300	3037	5,10,1,7	1,0,0,0	13,7,0	1,1,0	344	149	1	1.0	0.684,1.0,1.0,1.0	0.849,0.752,NA	0.121
3038	"ENSMUSG00000028849.18"	"Map7d1"	chr4	-	126127685	126128029	126127685	126127790	126127890	126128029	3038	3,17,9,11	457,435,371,277	10,5,9	609,562,675	249	149	1	1.0	0.004,0.023,0.014,0.023	0.01,0.005,0.008	0.008
3039	"ENSMUSG00000028849.18"	"Map7d1"	chr4	-	126130688	126131071	126130688	126130852	126130948	126131071	3039	176,254,195,158	177,314,162,143	240,176,246	199,203,199	245	149	1	1.0	0.377,0.33,0.423,0.402	0.423,0.345,0.429	-0.016
3045	"ENSMUSG00000063659.12"	"Zbtb18"	chr1	+	177274654	177278330	177274654	177275342	177275454	177278330	3045	683,1032,734,796	371,464,319,357	636,591,691	352,439,384	261	149	1	1.0	0.512,0.559,0.568,0.56	0.508,0.435,0.507	0.066
3046	"ENSMUSG00000026083.13"	"Eif5b"	chr1	+	38072148	38073184	38072148	38072238	38073109	38073184	3046	4,9,10,14	134,185,142,130	6,23,14	124,147,136	1020	149	1	1.0	0.004,0.007,0.01,0.015	0.007,0.022,0.015	-0.006
3047	"ENSMUSG00000026083.13"	"Eif5b"	chr1	+	38089267	38090365	38089267	38089406	38090203	38090365	3047	42,79,37,41	103,165,129,163	40,43,24	144,150,134	946	149	1	1.0	0.06,0.07,0.043,0.038	0.042,0.043,0.027	0.015
3050	"ENSMUSG00000029381.17"	"Shroom3"	chr5	+	93087835	93090998	93087835	93089968	93090361	93090998	3050	9,36,13,14	0,0,0,0	53,25,28	10,0,0	542	149	0.878622527183	1.0	1.0,1.0,1.0,1.0	0.593,1.0,1.0	0.136
3051	"ENSMUSG00000029034.10"	"Ints11"	chr4	+	155970021	155970613	155970021	155970160	155970548	155970613	3051	35,52,49,51	67,100,73,73	66,30,19	103,67,93	537	149	1	1.0	0.127,0.126,0.157,0.162	0.151,0.111,0.054	0.038
3052	"ENSMUSG00000029034.10"	"Ints11"	chr4	+	155972504	155972783	155972504	155972566	155972640	155972783	3052	11,16,18,20	60,109,54,76	5,7,13	41,82,72	223	149	1	1.0	0.109,0.089,0.182,0.15	0.075,0.054,0.108	0.054
3053	"ENSMUSG00000028467.16"	"Gba2"	chr4	-	43566927	43567916	43566927	43567467	43567724	43567916	3053	46,72,77,73	172,221,163,146	50,50,46	180,205,228	406	149	1	1.0	0.089,0.107,0.148,0.155	0.093,0.082,0.069	0.043
3054	"ENSMUSG00000028467.16"	"Gba2"	chr4	-	43569180	43569955	43569180	43569285	43569488	43569955	3054	39,42,47,63	141,256,135,188	16,14,18	187,198,195	352	149	1	1.0	0.105,0.065,0.128,0.124	0.035,0.029,0.038	0.071
3055	"ENSMUSG00000028467.16"	"Gba2"	chr4	-	43569180	43569955	43569180	43569285	43569829	43569955	3055	108,142,116,163	0,3,0,2	70,60,77	0,1,0	693	149	1	1.0	1.0,0.911,1.0,0.946	1.0,0.928,1.0	-0.012
3056	"ENSMUSG00000028467.16"	"Gba2"	chr4	-	43569488	43569955	43569488	43569661	43569829	43569955	3056	47,60,46,63	171,287,184,221	28,25,25	220,236,214	317	149	1	1.0	0.114,0.089,0.105,0.118	0.056,0.047,0.052	0.055
3057	"ENSMUSG00000028467.16"	"Gba2"	chr4	-	43570036	43570448	43570036	43570190	43570345	43570448	3057	48,41,55,52	114,94,74,97	56,58,52	127,103,143	304	149	1	1.0	0.171,0.176,0.267,0.208	0.178,0.216,0.151	0.024
3058	"ENSMUSG00000027367.17"	"Stard7"	chr2	+	127126014	127126501	127126014	127126223	127126451	127126501	3058	25,85,45,75	282,483,291,317	45,55,62	348,302,263	377	149	1	1.0	0.034,0.065,0.058,0.086	0.049,0.067,0.085	-0.006
3059	"ENSMUSG00000033436.14"	"Armcx2"	chrX	-	133708202	133708474	133708202	133708262	133708369	133708474	3059	17,25,21,35	95,182,120,105	13,5,20	124,133,140	256	149	1	1.0	0.094,0.074,0.092,0.162	0.058,0.021,0.077	0.054
3060	"ENSMUSG00000066800.12"	"Rnasel"	chr1	+	153634128	153634334	153634128	153634165	153634273	153634334	3060	23,54,18,22	1,1,1,1	15,16,24	0,0,0	257	149	1	1.0	0.93,0.969,0.913,0.927	1.0,1.0,1.0	-0.065
3061	"ENSMUSG00000066800.12"	"Rnasel"	chr1	+	153635289	153636560	153635289	153635422	153636520	153636560	3061	2,7,9,18	13,13,14,11	0,5,1	7,8,8	1247	149	1	1.0	0.018,0.06,0.071,0.164	0.0,0.069,0.015	0.05
3063	"ENSMUSG00000040466.17"	"Blvrb"	chr7	+	27158680	27159058	27158680	27158845	27158987	27159058	3063	3,1,2,2	61,100,44,60	2,0,6	135,85,69	291	149	1	1.0	0.025,0.005,0.023,0.017	0.008,0.0,0.043	0.001
3064	"ENSMUSG00000022537.19"	"Tmem44"	chr16	-	30359556	30362306	30359556	30359727	30362219	30362306	3064	248,204,189,190	79,115,81,95	138,219,271	129,91,86	2641	149	1	1.0	0.15,0.091,0.116,0.101	0.057,0.12,0.151	0.005
3067	"ENSMUSG00000089889.5"	"0610040B10Rik"	chr5	+	143316458	143318453	143316458	143316906	143318065	143318453	3067	6,11,21,11	0,0,0,0	15,11,8	5,2,0	1308	149	0.0106509127946	1.0	1.0,1.0,1.0,1.0	0.255,0.385,1.0	0.453
3071	"ENSMUSG00000029674.14"	"Limk1"	chr5	-	134690242	134690712	134690242	134690407	134690646	134690712	3071	12,13,7,23	1,0,2,4	15,4,4	0,0,0	388	149	1	1.0	0.822,1.0,0.573,0.688	1.0,1.0,1.0	-0.229
3073	"ENSMUSG00000100600.8"	"A230077H06Rik"	chr7	-	40524361	40525162	40524361	40524481	40525028	40525162	3073	11,27,16,33	0,0,0,0	21,7,6	1,4,0	696	149	0.343899637245	1.0	1.0,1.0,1.0,1.0	0.818,0.273,1.0	0.303
3078	"ENSMUSG00000033055.13"	"Ankrd54"	chr15	-	78938695	78939616	78938695	78938803	78939491	78939616	3078	7,42,16,7	48,57,43,38	12,7,12	101,68,70	837	149	1	1.0	0.025,0.116,0.062,0.032	0.021,0.018,0.03	0.036
3079	"ENSMUSG00000033055.13"	"Ankrd54"	chr15	-	78939491	78939742	78939491	78939616	78939694	78939742	3079	0,13,7,7	57,70,65,65	11,2,4	72,61,65	227	149	1	1.0	0.0,0.109,0.066,0.066	0.091,0.021,0.039	0.01
3080	"ENSMUSG00000021203.16"	"Otub2"	chr12	+	103369075	103369687	103369075	103369160	103369492	103369687	3080	67,32,21,25	67,74,75,44	32,35,19	102,82,74	481	149	1	1.0	0.237,0.118,0.08,0.15	0.089,0.117,0.074	0.053
3081	"ENSMUSG00000039515.12"	"Ptpa"	chr2	+	30328240	30329776	30328240	30328365	30329675	30329776	3081	170,343,165,217	410,536,425,383	185,152,133	618,582,542	1459	149	1	1.0	0.041,0.061,0.038,0.055	0.03,0.026,0.024	0.022
3091	"ENSMUSG00000007097.15"	"Atp1a2"	chr1	-	172106101	172106561	172106101	172106247	172106437	172106561	3091	142,218,107,137	2358,3389,2268,2420	335,126,155	3142,2977,2660	339	149	1	1.0	0.026,0.027,0.02,0.024	0.045,0.018,0.025	-0.005
3092	"ENSMUSG00000034863.10"	"Ano8"	chr8	-	71931364	71931702	71931364	71931475	71931570	71931702	3092	14,6,2,12	109,176,137,148	5,3,1	135,140,141	244	149	1	1.0	0.073,0.02,0.009,0.047	0.022,0.013,0.004	0.024
3093	"ENSMUSG00000034863.10"	"Ano8"	chr8	-	71933079	71934832	71933079	71933886	71934776	71934832	3093	46,93,22,39	8,15,12,11	33,16,16	14,11,7	1039	149	0.476279810354	1.0	0.452,0.471,0.208,0.337	0.253,0.173,0.247	0.143
3098	"ENSMUSG00000041921.17"	"Metap1d"	chr2	+	71340084	71341904	71340084	71340234	71341755	71341904	3098	274,378,379,364	35,33,41,24	264,279,247	41,12,33	1670	149	1	1.0	0.411,0.505,0.452,0.575	0.365,0.675,0.4	0.006
3099	"ENSMUSG00000026790.20"	"Odf2"	chr2	+	29804242	29804522	29804242	29804314	29804405	29804522	3099	8,3,5,4	109,165,83,104	10,0,1	142,72,96	240	149	1	1.0	0.044,0.011,0.036,0.023	0.042,0.0,0.006	0.012
3100	"ENSMUSG00000053841.16"	"Txlna"	chr4	-	129525072	129525503	129525072	129525147	129525383	129525503	3100	55,27,32,35	77,101,61,50	53,32,49	84,77,85	385	149	1	1.0	0.217,0.094,0.169,0.213	0.196,0.139,0.182	0.001
3102	"ENSMUSG00000021852.15"	"Slc35f4"	chr14	-	49556164	49556462	49556164	49556225	49556325	49556462	3102	32,96,89,89	1,0,0,0	76,86,56	0,3,0	249	149	1	1.0	0.95,1.0,1.0,1.0	1.0,0.945,1.0	0.006
3103	"ENSMUSG00000026277.15"	"Stk25"	chr1	-	93553772	93554855	93553772	93553930	93554746	93554855	3103	414,773,523,534	500,839,498,532	404,368,323	699,627,618	965	149	1	1.0	0.113,0.125,0.14,0.134	0.082,0.083,0.075	0.048
3106	"ENSMUSG00000030231.12"	"Plekha5"	chr6	+	140539280	140542836	140539280	140539383	140541974	140542836	3106	268,382,290,387	58,104,64,66	297,360,238	75,90,49	2740	149	1	1.0	0.201,0.166,0.198,0.242	0.177,0.179,0.209	0.013
3107	"ENSMUSG00000001988.10"	"Npas1"	chr7	-	16194730	16195361	16194730	16194878	16195254	16195361	3107	7,8,0,8	14,13,12,14	21,11,1	16,16,14	525	149	1	1.0	0.124,0.149,0.0,0.14	0.271,0.163,0.02	-0.048
3108	"ENSMUSG00000062963.11"	"Ufc1"	chr1	-	171117090	171117520	171117090	171117167	171117427	171117520	3108	19,17,37,51	12,8,9,6	27,13,9	12,19,10	409	149	0.100599094319	1.0	0.366,0.436,0.6,0.756	0.45,0.2,0.247	0.241
3109	"ENSMUSG00000062963.11"	"Ufc1"	chr1	-	171117090	171117520	171117090	171117167	171117456	171117520	3109	22,19,37,55	371,575,382,399	27,20,10	562,528,476	438	149	1	1.0	0.02,0.011,0.032,0.045	0.016,0.013,0.007	0.015
3112	"ENSMUSG00000042390.10"	"Gatad2b"	chr3	+	90261614	90263092	90261614	90261817	90262981	90263092	3112	74,68,34,65	100,186,113,129	43,27,67	130,117,109	1313	149	1	1.0	0.077,0.04,0.033,0.054	0.036,0.026,0.065	0.009
3113	"ENSMUSG00000040272.15"	"Accs"	chr2	-	93669492	93671731	93669492	93669582	93671653	93671731	3113	10,12,14,19	4,0,0,0	6,17,15	3,0,0	2220	149	1	1.0	0.144,1.0,1.0,1.0	0.118,1.0,1.0	0.08
3119	"ENSMUSG00000002486.16"	"Tchp"	chr5	+	114857639	114858329	114857639	114857825	114858185	114858329	3119	7,19,11,0	31,34,14,11	6,6,4	49,13,35	509	149	1	1.0	0.062,0.141,0.187,0.0	0.035,0.119,0.032	0.036
3120	"ENSMUSG00000006576.17"	"Slc4a3"	chr1	+	75527398	75528026	75527398	75527579	75527890	75528026	3120	236,298,254,236	172,283,155,129	160,225,205	271,264,260	460	149	0.304045583848	1.0	0.308,0.254,0.347,0.372	0.161,0.216,0.203	0.127
3121	"ENSMUSG00000000441.18"	"Raf1"	chr6	-	115597169	115598823	115597169	115597288	115598776	115598823	3121	369,641,452,612	193,286,171,198	436,504,412	240,228,210	1637	149	1	1.0	0.148,0.169,0.194,0.22	0.142,0.168,0.152	0.029
3122	"ENSMUSG00000000441.18"	"Raf1"	chr6	-	115597169	115598823	115597169	115597308	115598776	115598823	3122	365,624,452,599	0,0,0,0	430,501,402	0,0,2	1617	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.949	0.017
3123	"ENSMUSG00000033540.19"	"Idua"	chr5	+	108827976	108828363	108827976	108828072	108828160	108828363	3123	24,15,30,13	10,10,10,2	18,2,12	12,7,6	237	149	0.316703223432	1.0	0.601,0.485,0.654,0.803	0.485,0.152,0.557	0.238
3124	"ENSMUSG00000033540.19"	"Idua"	chr5	+	108827976	108828363	108827976	108828072	108828260	108828363	3124	35,27,62,29	6,5,6,16	34,18,20	9,6,5	337	149	1	1.0	0.721,0.705,0.82,0.445	0.626,0.57,0.639	0.061
3125	"ENSMUSG00000027752.16"	"Exosc8"	chr3	-	54641523	54641753	54641523	54641587	54641716	54641753	3125	18,8,13,18	46,34,24,44	5,15,4	47,30,23	278	149	1	1.0	0.173,0.112,0.225,0.18	0.054,0.211,0.085	0.056
3127	"ENSMUSG00000079045.6"	"Prox1os"	chr1	+	189950889	189952701	189950889	189951165	189951722	189952701	3127	2,8,8,6	0,0,0,0	6,18,0	0,0,2	706	149	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.0	0.333
3128	"ENSMUSG00000040310.13"	"Alx4"	chr2	+	93505640	93511684	93505640	93505769	93507576	93511684	3128	4,4,0,2	3,7,0,1	7,6,0	1,3,2	1956	149	1	1.0	0.092,0.042,NA,0.132	0.348,0.132,0.0	-0.071
3129	"ENSMUSG00000031897.10"	"Psmb10"	chr8	-	106663327	106663613	106663327	106663386	106663497	106663613	3129	47,52,47,53	172,233,165,141	60,26,60	217,171,130	260	149	1	1.0	0.135,0.113,0.14,0.177	0.137,0.08,0.209	-0.001
3130	"ENSMUSG00000031897.10"	"Psmb10"	chr8	-	106663872	106664223	106663872	106664013	106664125	106664223	3130	41,39,2,12	96,220,96,102	23,33,11	147,133,100	261	149	1	1.0	0.196,0.092,0.012,0.063	0.082,0.124,0.059	0.002
3131	"ENSMUSG00000075570.3"	"Krt26"	chr11	-	99226020	99227393	99226020	99226177	99227310	99227393	3131	2,6,4,5	1,0,0,0	8,7,0	0,0,0	1282	149	1	1.0	0.189,1.0,1.0,1.0	1.0,1.0,NA	-0.203
3133	"ENSMUSG00000108207.4"	"1810059H22Rik"	chr5	-	148895401	148896020	148895401	148895540	148895957	148896020	3133	4,18,7,8	7,4,5,0	8,9,6	4,6,0	566	149	1	1.0	0.131,0.542,0.269,1.0	0.345,0.283,1.0	-0.057
3140	"ENSMUSG00000032827.16"	"Ppp1r9a"	chr6	+	5134016	5134932	5134016	5134174	5134688	5134932	3140	4,40,6,14	5,12,9,18	16,11,7	7,7,12	663	149	1	1.0	0.152,0.428,0.13,0.149	0.339,0.261,0.116	-0.024
3142	"ENSMUSG00000123300.1"	"ENSMUSG00000123300"	chr6	+	32765028	32765890	32765028	32765178	32765578	32765890	3142	4,7,0,1	0,2,0,0	8,0,2	0,0,0	549	149	1	1.0	1.0,0.487,NA,1.0	1.0,NA,1.0	-0.171
3143	"ENSMUSG00000123300.1"	"ENSMUSG00000123300"	chr6	+	32765578	32765890	32765578	32765637	32765793	32765890	3143	2,1,1,3	0,3,0,0	0,0,3	0,0,0	305	149	1	1.0	1.0,0.14,1.0,1.0	NA,NA,1.0	-0.215
3144	"ENSMUSG00000053552.15"	"Ebf4"	chr2	+	130203748	130204081	130203748	130203814	130203909	130204081	3144	9,27,19,17	25,18,10,5	28,4,15	5,8,8	244	149	1	1.0	0.18,0.478,0.537,0.675	0.774,0.234,0.534	-0.047
