ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
16252	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588633	71588988	71588882	71588988	71584385	71584590
16253	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71588842	71588988	71588882	71588988	71584385	71584590
16254	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71609037	71609255	71609039	71609255	71602742	71602898
16255	"ENSMUSG00000053470.14"	"Kdm3a"	chr6	-	71609715	71609889	71609821	71609889	71609480	71609563
16256	"ENSMUSG00000036835.8"	"Psenen"	chr7	-	30261748	30262186	30261825	30262186	30261483	30261559
16257	"ENSMUSG00000036835.8"	"Psenen"	chr7	-	30262065	30262391	30262220	30262391	30261748	30261853
16258	"ENSMUSG00000036835.8"	"Psenen"	chr7	-	30261945	30262312	30262220	30262312	30261791	30261853
16259	"ENSMUSG00000105617.5"	"Gm43809"	chr5	+	31771315	31771500	31771315	31771366	31771946	31771965
16260	"ENSMUSG00000105617.5"	"Gm43809"	chr5	+	31771315	31771568	31771315	31771366	31771946	31771965
16261	"ENSMUSG00000105617.5"	"Gm43809"	chr5	+	31771315	31771611	31771315	31771366	31771946	31771965
16262	"ENSMUSG00000105617.5"	"Gm43809"	chr5	+	31771315	31771568	31771315	31771500	31771946	31771965
16263	"ENSMUSG00000105617.5"	"Gm43809"	chr5	+	31771315	31771611	31771315	31771500	31771946	31771965
16264	"ENSMUSG00000105617.5"	"Gm43809"	chr5	+	31771315	31771611	31771315	31771568	31771946	31771965
16265	"ENSMUSG00000105617.5"	"Gm43809"	chr5	+	31771946	31771965	31771946	31771964	31773724	31773831
16266	"ENSMUSG00000029141.17"	"Slc4a1ap"	chr5	+	31689316	31689377	31689316	31689372	31689787	31689927
16267	"ENSMUSG00000029141.17"	"Slc4a1ap"	chr5	+	31693479	31693667	31693479	31693666	31697729	31697841
16268	"ENSMUSG00000029141.17"	"Slc4a1ap"	chr5	+	31693479	31693668	31693479	31693666	31697729	31697841
16269	"ENSMUSG00000029141.17"	"Slc4a1ap"	chr5	+	31693479	31693668	31693479	31693667	31697729	31697841
16270	"ENSMUSG00000036186.6"	"Dipk1b"	chr2	+	26522615	26522750	26522615	26522741	26524799	26524907
16271	"ENSMUSG00000036186.6"	"Dipk1b"	chr2	+	26522615	26522750	26522615	26522741	26524998	26525175
16272	"ENSMUSG00000036186.6"	"Dipk1b"	chr2	+	26524704	26525179	26524704	26525175	26525550	26526509
16273	"ENSMUSG00000064037.14"	"Gpn1"	chr5	+	31652084	31652250	31652084	31652227	31652861	31652955
16274	"ENSMUSG00000064037.14"	"Gpn1"	chr5	+	31652095	31652694	31652095	31652250	31652861	31652955
16275	"ENSMUSG00000064037.14"	"Gpn1"	chr5	+	31652344	31652779	31652344	31652609	31652861	31652955
16276	"ENSMUSG00000064037.14"	"Gpn1"	chr5	+	31655683	31655750	31655683	31655706	31656610	31656648
16277	"ENSMUSG00000064037.14"	"Gpn1"	chr5	+	31663536	31663583	31663536	31663576	31664817	31664908
16278	"ENSMUSG00000038552.15"	"Fndc4"	chr5	-	31451015	31451131	31451029	31451131	31450757	31450830
16279	"ENSMUSG00000038552.15"	"Fndc4"	chr5	-	31451973	31452172	31452076	31452172	31451447	31451537
16280	"ENSMUSG00000038552.15"	"Fndc4"	chr5	-	31452349	31452422	31452353	31452422	31452058	31452178
16281	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238484	118238966	118238730	118238966	118237502	118237596
16282	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238484	118238966	118238790	118238966	118237502	118237596
16283	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238484	118238966	118238813	118238966	118237502	118237596
16284	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238484	118238966	118238855	118238966	118237502	118237596
16285	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238730	118238966	118238790	118238966	118237502	118237596
16286	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238730	118238966	118238813	118238966	118237502	118237596
16287	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238730	118238966	118238855	118238966	118237502	118237596
16288	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238790	118238966	118238813	118238966	118237502	118237596
16289	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238790	118238966	118238855	118238966	118237502	118237596
16290	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238790	118239192	118238962	118239192	118237502	118237596
16291	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238813	118238966	118238855	118238966	118237502	118237596
16292	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238813	118239192	118238962	118239192	118237502	118237596
16293	"ENSMUSG00000026374.15"	"Tsn"	chr1	-	118238855	118239192	118238962	118239192	118237502	118237596
16294	"ENSMUSG00000022370.14"	"Mrpl13"	chr15	-	55420501	55420679	55420653	55420679	55418715	55418839
16295	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31411158	31411592	31411562	31411592	31410620	31410768
16296	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31412594	31412714	31412598	31412714	31411996	31412092
16297	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31414141	31414319	31414232	31414319	31413898	31414015
16298	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31424934	31425023	31424938	31425023	31424577	31424670
16299	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31438617	31438784	31438687	31438784	31438305	31438359
16300	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31442595	31442683	31442632	31442683	31441347	31441562
16301	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31443264	31443461	31443421	31443461	31443106	31443172
16302	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31444237	31444381	31444303	31444381	31443920	31444033
16303	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31444237	31444381	31444366	31444381	31443920	31444033
16304	"ENSMUSG00000038564.12"	"Ift172"	chr5	-	31444303	31444381	31444366	31444381	31443920	31444033
16305	"ENSMUSG00000029148.16"	"Nrbp1"	chr5	+	31401257	31401632	31401257	31401593	31401801	31401903
16306	"ENSMUSG00000029148.16"	"Nrbp1"	chr5	+	31407433	31407721	31407433	31407709	31407887	31407941
16307	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350719	31350570	31350691	31351212	31351287
16308	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350806	31350570	31350691	31351212	31351287
16309	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350809	31350570	31350691	31351212	31351287
16310	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350817	31350570	31350691	31351212	31351287
16311	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350911	31350570	31350691	31351212	31351287
16312	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350982	31350570	31350691	31351212	31351287
16313	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350806	31350570	31350719	31351212	31351287
16314	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350809	31350570	31350719	31351212	31351287
16315	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350817	31350570	31350719	31351212	31351287
16316	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350911	31350570	31350719	31351212	31351287
16317	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350982	31350570	31350719	31351212	31351287
16318	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350809	31350570	31350806	31351212	31351287
16319	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350817	31350570	31350806	31351212	31351287
16320	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350911	31350570	31350806	31351212	31351287
16321	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350982	31350570	31350806	31351212	31351287
16322	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350817	31350570	31350809	31351212	31351287
16323	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350911	31350570	31350809	31351212	31351287
16324	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350982	31350570	31350809	31351212	31351287
16325	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350911	31350570	31350817	31351212	31351287
16326	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350982	31350570	31350817	31351212	31351287
16327	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350570	31350982	31350570	31350911	31351212	31351287
16328	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350649	31350722	31350649	31350691	31351212	31351287
16329	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350649	31350722	31350649	31350719	31351212	31351287
16330	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350649	31350806	31350649	31350722	31351212	31351287
16331	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350649	31350817	31350649	31350722	31351212	31351287
16332	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350649	31350911	31350649	31350722	31351212	31351287
16333	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31350649	31350982	31350649	31350722	31351212	31351287
16334	"ENSMUSG00000029146.15"	"Snx17"	chr5	+	31353089	31353200	31353089	31353158	31353294	31353778
16335	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31317003	31317205	31317043	31317205	31316838	31316865
16336	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31325589	31325822	31325594	31325822	31325332	31325444
16337	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31325589	31325822	31325711	31325822	31325332	31325444
16338	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31325589	31325822	31325726	31325822	31325332	31325444
16339	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31325594	31325822	31325711	31325822	31325332	31325444
16340	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31325594	31325822	31325726	31325822	31325332	31325444
16341	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31325711	31325822	31325726	31325822	31325332	31325444
16342	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31330063	31330386	31330125	31330386	31327523	31327618
16343	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336911	31337193	31336961	31337193	31331575	31331839
16344	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336911	31337193	31336976	31337193	31331575	31331839
16345	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336911	31337193	31336988	31337193	31331575	31331839
16346	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336911	31337253	31337227	31337253	31331575	31331839
16347	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336961	31337193	31336976	31337193	31331575	31331839
16348	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336961	31337193	31336988	31337193	31331575	31331839
16349	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336961	31337253	31337227	31337253	31331575	31331839
16350	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336976	31337193	31336988	31337193	31331575	31331839
16351	"ENSMUSG00000106864.4"	"Gtf3c2"	chr5	-	31336976	31337253	31337227	31337253	31331575	31331839
16352	"ENSMUSG00000107283.4"	"Mpv17"	chr5	-	31302583	31302909	31302838	31302909	31302043	31302096
16353	"ENSMUSG00000107283.4"	"Mpv17"	chr5	-	31302589	31302909	31302838	31302909	31302043	31302096
16354	"ENSMUSG00000079592.10"	"C1qtnf5"	chr9	+	44018541	44018909	44018541	44018641	44019002	44019268
16355	"ENSMUSG00000079592.10"	"C1qtnf5"	chr9	+	44018550	44018909	44018550	44018758	44019002	44019268
16356	"ENSMUSG00000079592.10"	"C1qtnf5"	chr9	+	44018605	44018909	44018605	44018780	44019002	44019268
16357	"ENSMUSG00000079592.10"	"C1qtnf5"	chr9	+	44018610	44018909	44018610	44018669	44019002	44019268
16358	"ENSMUSG00000027339.16"	"Rassf2"	chr2	-	131842352	131842466	131842364	131842466	131840164	131840262
16359	"ENSMUSG00000020900.16"	"Myh10"	chr11	+	68650571	68650750	68650571	68650635	68651478	68651577
16360	"ENSMUSG00000020900.16"	"Myh10"	chr11	+	68662697	68662866	68662697	68662812	68666190	68666253
16361	"ENSMUSG00000020900.16"	"Myh10"	chr11	+	68699618	68699747	68699618	68699654	68700985	68701074
16362	"ENSMUSG00000020900.16"	"Myh10"	chr11	+	68702252	68702550	68702252	68702546	68702622	68702831
16363	"ENSMUSG00000020900.16"	"Myh10"	chr11	+	68705207	68705391	68705207	68705380	68705752	68707458
16364	"ENSMUSG00000006638.17"	"Abhd1"	chr5	+	31107409	31107592	31107409	31107516	31110228	31110389
16365	"ENSMUSG00000075703.17"	"Selenoi"	chr5	+	30437637	30437822	30437637	30437813	30452460	30456074
16366	"ENSMUSG00000029817.12"	"Tra2a"	chr6	-	49229730	49230042	49229736	49230042	49229315	49229449
16367	"ENSMUSG00000029817.12"	"Tra2a"	chr6	-	49229730	49230042	49229741	49230042	49229315	49229449
16368	"ENSMUSG00000029817.12"	"Tra2a"	chr6	-	49229736	49230042	49229741	49230042	49229315	49229449
16369	"ENSMUSG00000029817.12"	"Tra2a"	chr6	-	49240183	49240514	49240433	49240514	49229736	49230042
16370	"ENSMUSG00000050856.17"	"Atp5me"	chr5	-	108581782	108581946	108581891	108581946	108581596	108581695
16371	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30360245	30360571	30360245	30360337	30368666	30368741
16372	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30360269	30360571	30360269	30360380	30368666	30368741
16373	"ENSMUSG00000059447.14"	"Hadhb"	chr5	+	30360269	30360571	30360269	30360384	30368666	30368741
16374	"ENSMUSG00000021684.18"	"Pde8b"	chr13	-	95244143	95244353	95244162	95244353	95241195	95241220
16375	"ENSMUSG00000001569.11"	"Nom1"	chr5	+	29644823	29645147	29644823	29644884	29646328	29646439
16376	"ENSMUSG00000001569.11"	"Nom1"	chr5	+	29654579	29654840	29654579	29654689	29656026	29662841
16377	"ENSMUSG00000061315.15"	"Naca"	chr10	+	127871503	127871973	127871503	127871552	127872357	127872429
16378	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049522	86050009	86049551	86050009	86049004	86049108
16379	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049522	86050009	86049678	86050009	86049004	86049108
16380	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049522	86050009	86049814	86050009	86049004	86049108
16381	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049522	86050009	86049816	86050009	86049004	86049108
16382	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049522	86050009	86049842	86050009	86049004	86049108
16383	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049551	86050009	86049678	86050009	86049004	86049108
16384	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049551	86050009	86049814	86050009	86049004	86049108
16385	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049551	86050009	86049816	86050009	86049004	86049108
16386	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049551	86050009	86049842	86050009	86049004	86049108
16387	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049678	86050009	86049814	86050009	86049004	86049108
16388	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049678	86050009	86049816	86050009	86049004	86049108
16389	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049678	86050009	86049842	86050009	86049004	86049108
16390	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049814	86050009	86049816	86050009	86049004	86049108
16391	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049814	86050009	86049842	86050009	86049004	86049108
16392	"ENSMUSG00000028081.7"	"Rps3a1"	chr3	-	86049816	86050009	86049842	86050009	86049004	86049108
16393	"ENSMUSG00000030316.14"	"Tamm41"	chr6	-	114993043	114993189	114993076	114993189	114989118	114989284
16394	"ENSMUSG00000030316.14"	"Tamm41"	chr6	-	115009176	115009226	115009180	115009226	115008238	115008723
16395	"ENSMUSG00000030316.14"	"Tamm41"	chr6	-	115011911	115012094	115011924	115012094	115009180	115009273
16396	"ENSMUSG00000030316.14"	"Tamm41"	chr6	-	115011911	115012094	115011924	115012094	115011116	115011211
16397	"ENSMUSG00000038506.14"	"Dcun1d2"	chr8	-	13320640	13320933	13320782	13320933	13311384	13311467
16398	"ENSMUSG00000015668.14"	"Pdzd11"	chrX	-	99667183	99667249	99667188	99667249	99666982	99667033
16399	"ENSMUSG00000015668.14"	"Pdzd11"	chrX	-	99667183	99667566	99667467	99667566	99666982	99667033
16400	"ENSMUSG00000015668.14"	"Pdzd11"	chrX	-	99667422	99667566	99667467	99667566	99667188	99667249
16401	"ENSMUSG00000015668.14"	"Pdzd11"	chrX	-	99667422	99667566	99667472	99667566	99667188	99667249
16402	"ENSMUSG00000015668.14"	"Pdzd11"	chrX	-	99667467	99667566	99667472	99667566	99667188	99667249
16403	"ENSMUSG00000015668.14"	"Pdzd11"	chrX	-	99669421	99669541	99669475	99669541	99668893	99668993
16404	"ENSMUSG00000015668.14"	"Pdzd11"	chrX	-	99669421	99669541	99669476	99669541	99668893	99668993
16405	"ENSMUSG00000015668.14"	"Pdzd11"	chrX	-	99669475	99669541	99669476	99669541	99668893	99668993
16406	"ENSMUSG00000002221.12"	"Paxip1"	chr5	-	27953803	27953912	27953811	27953912	27949418	27949553
16407	"ENSMUSG00000002221.12"	"Paxip1"	chr5	-	27961950	27961994	27961971	27961994	27959482	27959553
16408	"ENSMUSG00000002221.12"	"Paxip1"	chr5	-	27964970	27965108	27965009	27965108	27964367	27964489
16409	"ENSMUSG00000002221.12"	"Paxip1"	chr5	-	27984777	27985270	27985259	27985270	27980563	27980677
16410	"ENSMUSG00000002221.12"	"Paxip1"	chr5	-	27984777	27985270	27985263	27985270	27980563	27980677
16411	"ENSMUSG00000002221.12"	"Paxip1"	chr5	-	27985259	27985270	27985263	27985270	27980563	27980677
16412	"ENSMUSG00000002221.12"	"Paxip1"	chr5	-	27988678	27988771	27988727	27988771	27986419	27986631
16413	"ENSMUSG00000002221.12"	"Paxip1"	chr5	-	27995942	27996381	27996196	27996381	27993640	27993775
16414	"ENSMUSG00000030653.18"	"Gm45837"	chr7	+	101130577	101130674	101130577	101130667	101133748	101133837
16415	"ENSMUSG00000030653.18"	"Gm45837"	chr7	+	101150851	101151135	101150851	101151134	101151220	101151262
16416	"ENSMUSG00000030653.18"	"Gm45837"	chr7	+	101150851	101151250	101150851	101151135	101151740	101151809
16417	"ENSMUSG00000030653.18"	"Gm45837"	chr7	+	101150851	101151262	101150851	101151135	101151740	101151809
16418	"ENSMUSG00000030653.18"	"Gm45837"	chr7	+	101150851	101151262	101150851	101151250	101151740	101151809
16419	"ENSMUSG00000030653.18"	"Gm45837"	chr7	+	101160112	101160427	101160112	101160174	101160662	101162026
16420	"ENSMUSG00000003344.16"	"Btbd2"	chr10	-	80479659	80479819	80479701	80479819	80478456	80479525
16421	"ENSMUSG00000003344.16"	"Btbd2"	chr10	-	80491963	80492328	80492028	80492328	80484393	80484513
16422	"ENSMUSG00000059439.16"	"Bcas3"	chr11	+	85250450	85250588	85250450	85250505	85251849	85251888
16423	"ENSMUSG00000061576.16"	"Dpp6"	chr5	+	27482714	27482848	27482714	27482811	27587752	27587867
16424	"ENSMUSG00000061576.16"	"Dpp6"	chr5	+	27858697	27858782	27858697	27858736	27866584	27866692
16425	"ENSMUSG00000061576.16"	"Dpp6"	chr5	+	27926042	27926097	27926042	27926049	27927670	27927729
16426	"ENSMUSG00000061576.16"	"Dpp6"	chr5	+	27926042	27926154	27926042	27926049	27927670	27927729
16427	"ENSMUSG00000061576.16"	"Dpp6"	chr5	+	27926042	27926154	27926042	27926097	27927670	27927729
16428	"ENSMUSG00000061576.16"	"Dpp6"	chr5	+	27929079	27929255	27929079	27929223	27930602	27932503
16429	"ENSMUSG00000047879.18"	"Usp14"	chr18	-	9997167	9997280	9997172	9997280	9995593	9996248
16430	"ENSMUSG00000047879.18"	"Usp14"	chr18	-	10009951	10010075	10009967	10010075	10007766	10007847
16431	"ENSMUSG00000047879.18"	"Usp14"	chr18	-	10029638	10030022	10029763	10030022	10024533	10024679
16432	"ENSMUSG00000047879.18"	"Usp14"	chr18	-	10029638	10030067	10029912	10030067	10024533	10024679
16433	"ENSMUSG00000047879.18"	"Usp14"	chr18	-	10029763	10030067	10029912	10030067	10024533	10024679
16434	"ENSMUSG00000024096.18"	"Ralbp1"	chr17	-	66191143	66191398	66191216	66191398	66174526	66174825
16435	"ENSMUSG00000029559.16"	"2210016L21Rik"	chr5	+	115080268	115080657	115080268	115080414	115083844	115083966
16436	"ENSMUSG00000029559.16"	"2210016L21Rik"	chr5	+	115083844	115083948	115083844	115083887	115084076	115084276
16437	"ENSMUSG00000029559.16"	"2210016L21Rik"	chr5	+	115084349	115084677	115084349	115084423	115085221	115085312
16438	"ENSMUSG00000059811.14"	"Atl2"	chr17	-	80157989	80158328	80158315	80158328	80157555	80157707
16439	"ENSMUSG00000059811.14"	"Atl2"	chr17	-	80158315	80160385	80159953	80160385	80157989	80158222
16440	"ENSMUSG00000059811.14"	"Atl2"	chr17	-	80172351	80172605	80172470	80172605	80172131	80172236
16441	"ENSMUSG00000040797.17"	"Iqsec3"	chr6	-	121355918	121356868	121356788	121356868	121349891	121353490
16442	"ENSMUSG00000040797.17"	"Iqsec3"	chr6	-	121356788	121357003	121356953	121357003	121349891	121353490
16443	"ENSMUSG00000040797.17"	"Iqsec3"	chr6	-	121387434	121387734	121387572	121387734	121366958	121367081
16444	"ENSMUSG00000040797.17"	"Iqsec3"	chr6	-	121389466	121390575	121390413	121390575	121387572	121387734
16445	"ENSMUSG00000041215.17"	"Yeats2"	chr16	+	19975636	19975895	19975636	19975882	19977886	19978004
16446	"ENSMUSG00000041215.17"	"Yeats2"	chr16	+	20005000	20005240	20005000	20005173	20008088	20008247
16447	"ENSMUSG00000041215.17"	"Yeats2"	chr16	+	20032014	20032198	20032014	20032145	20033140	20033242
16448	"ENSMUSG00000041215.17"	"Yeats2"	chr16	+	20037133	20037306	20037133	20037236	20038367	20038441
16449	"ENSMUSG00000019843.15"	"Fyn"	chr10	+	39271000	39271260	39271000	39271040	39331061	39331131
16450	"ENSMUSG00000019843.15"	"Fyn"	chr10	+	39330618	39330845	39330618	39330731	39331061	39331131
16451	"ENSMUSG00000019843.15"	"Fyn"	chr10	+	39330618	39330976	39330618	39330731	39331061	39331131
16452	"ENSMUSG00000019843.15"	"Fyn"	chr10	+	39330618	39330976	39330618	39330845	39331061	39331131
16453	"ENSMUSG00000019843.15"	"Fyn"	chr10	+	39427300	39427538	39427300	39427514	39439759	39441377
16454	"ENSMUSG00000061603.9"	"Akap6"	chr12	+	53186163	53189551	53186163	53186371	53194593	53202382
16455	"ENSMUSG00000030447.16"	"Cyfip1"	chr7	+	55523193	55523473	55523193	55523271	55524654	55524836
